lang_pair,source,reference,deepl,produced_from,inner_id,spatial_sense,error_type
en_pt_br,"BJ: But through our investigation, we have to seek the wildest places in Africa.","BJ: Mas através de nossa investigação, temos de procurar os lugares mais selvagens na África.","BJ: Mas, por meio de nossa investigação, temos de procurar os lugares mais selvagens da África.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,5325,Through(5),cc
en_pt_br,"A new male comes into the area and takes over the pride, and, of course, first of all kills all the cubs and possibly some of the females that are defending their cubs.","Um novo macho vem para a área e domina o bando, e, é claro, primeiro de tudo mata os filhotes e possivelmente algumas fêmeas que defendem seus filhotes.","Um novo macho chega à área e assume o controle do bando e, é claro, primeiro mata todos os filhotes e possivelmente algumas das fêmeas que estão defendendo seus filhotes.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,5426,Through(5),cc
en_pt_br,"Even Goldman Sachs once used to serve clients, before it turned into an institution that serves only itself.","Mesmo o Goldman Sachs já foi utilizado para servir seus clientes, antes de se tornar uma instituição que serve apenas a si mesmo.","Até mesmo a Goldman Sachs costumava atender aos clientes, antes de se transformar em uma instituição que atende apenas a si mesma.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,6334,Into(3),cc
en_pt_br,"We brought a musician into the scanner, same way, had them memorize this melody then had another musician out in the control room trading back and forth interactively.",Agora o que fizemos foi levar um músico ao scanner – do mesmo jeito – fazê-lo memorizar essa melodia e dispor de outro músico fora da sala de experimento revezando interativamente.,"Levamos um músico para o scanner, da mesma forma, fizemos com que ele memorizasse essa melodia e depois tivemos outro músico na sala de controle trocando interativamente.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,6518,Into(1),po
en_pt_br,Radiologists classify breast density into four categories based on the appearance of the tissue on a mammogram.,Os radiologistas classificam a densidade do seio em quatro categorias baseadas na aparência do tecido na mamografia.,Os radiologistas classificam a densidade da mama em quatro categorias com base na aparência do tecido em uma mamografia.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,6624,Into(3),cc
en_pt_br,"One day my wife came home from work and summoned the courage, through a lot of tears, to have a very honest conversation.","Um dia minha esposa chegou do trabalho e juntou coragem, em meio a várias lágrimas, para ter uma conversa muito honesta.","Um dia, minha esposa chegou em casa do trabalho e teve a coragem, em meio a muitas lágrimas, de ter uma conversa muito honesta.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,6777,Through(5),cc
en_pt_br,"Local communities on the East Coast would get together and whole teams of 10, 20 people would caravan across the United States, and they would form companies.","Pequenas comunidades do Leste se uniriam em equipes de 10 ou 20 pessoas e atravessariam do país, e formariam empresas.","As comunidades locais da Costa Leste se reuniam e equipes inteiras de 10, 20 pessoas faziam caravanas pelos Estados Unidos e formavam empresas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,7038,Across(2),cc
en_pt_br,"So the light bulb laid down the heavy infrastructure, and then home appliances started coming into being.","Então a lâmpada construiu a pesada infraestrutura, e os eletrodomésticos começaram a existir.","Assim, a lâmpada estabeleceu a infraestrutura pesada e, em seguida, os eletrodomésticos começaram a surgir.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,7107,Into(3),cc
en_pt_br,And you might think that that was incredibly stupid of our ancestors to be plugging things into a light socket like this.,E podemos pensar que era muita estupidez de nossos ancestrais ligar coisas a bocais assim.,E você pode pensar que foi incrivelmente estúpido da parte de nossos ancestrais conectar coisas em uma tomada de luz como essa.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,7154,Into(1),cc
en_pt_br,And that was brought into force to try and deal with the mountain of stuff that is just being made and then living for a while in our homes and then going to landfill.,E foi iniciada para tentar lidar com a montanha de coisas que estão sendo feitas e que vivem por um tempo em nossas casas e então são descartadas.,E isso foi implementado para tentar lidar com a montanha de coisas que estão sendo feitas e que vivem por um tempo em nossas casas e depois vão para o aterro sanitário.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,7345,Into(3),cc
en_pt_br,I fell through my apartment door and crawled to the bathroom where I found my problem: I had forgotten to mix in the most important part of my medicine.,Caí pela porta do apartamento e rastejei até o banheiro onde descobri meu problema: eu tinha esquecido de misturar a parte mais importante do meu medicamento.,"Caí pela porta do meu apartamento e me arrastei até o banheiro, onde encontrei o meu problema: eu havia esquecido de misturar a parte mais importante do meu medicamento.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,7779,Through(1),cc
en_pt_br,So transforming the data set into something that looks like this.,Transformar o conjunto de dados em algo parecido com isso.,"Assim, transformando o conjunto de dados em algo parecido com isto.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8053,Into(3),cc
en_pt_br,"And you know, for a few hundred bucks you can get these things and put them into your computer, and you can do fantastic things with these graphics cards.","E por algumas centenas de dólares vocês compram essas coisas e colocam no seu computador, e podem fazer coisas fantásticas com esses cartões gráficos.","E você sabe, por algumas centenas de dólares você pode comprar essas coisas e colocá-las em seu computador, e você pode fazer coisas fantásticas com essas placas gráficas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8075,Into(3),cc
en_pt_br,"If I push even harder, I'll go through the bone structure, especially close to the ear where the bone is very soft.","Se pressiono mais ainda, vou através da estrutura óssea, especialmente perto do ouvido onde o osso é esponjoso.","Se eu forçar ainda mais, vou atravessar a estrutura óssea, especialmente perto da orelha, onde o osso é muito macio.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8151,Through(3),cc
en_pt_br,"And yet we still insist, by and large, in thinking that we can understand China by simply drawing on Western experience, looking at it through Western eyes, using Western concepts.","E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.","E, no entanto, ainda insistimos, de modo geral, em pensar que podemos entender a China simplesmente com base na experiência ocidental, olhando para ela com olhos ocidentais, usando conceitos ocidentais.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8405,Through(5),cc
en_pt_br,"We need to connect the information always with the action, and then that action feeds back into different information, and it creates, of course, a feedback loop.","Nós precisamos conectar a informação sempre com a ação, e aí essa ação dá um feedback uma informação diferente, e isso cria, obviamente, um ciclo de feedback.","Precisamos sempre conectar as informações com a ação e, em seguida, essa ação retroalimenta informações diferentes, criando, é claro, um ciclo de feedback.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8546,Into(3),cc
en_pt_br,How do I integrate this information into the longer course of my life?,Como eu integro essa informação a longo prazo em minha vida?,Como faço para integrar essas informações no curso mais longo de minha vida?,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,8665,Into(3),cc
en_pt_br,"Now they've aged out of that demographic, but it's still the case that powerful ratings companies like Nielson don't even take into account viewers of television shows over age 54.","Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.","Agora elas saíram desse grupo demográfico, mas ainda acontece de empresas de classificação poderosas, como a Nielson, nem mesmo levarem em conta os espectadores de programas de televisão com mais de 54 anos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,9187,Into(3),cc
en_pt_br,"But the under-underdog hangs tough, and 22 miles into a 26-mile race, there is Derartu Tulu, up there with the lead pack.","Mas a ""sub-azarão"" aguenta firme. E depois de 35 km dos quase 42 km, lá está Derartu Tulu junto com a linha de frente.","Mas o azarão se mantém firme e, a 22 milhas de uma corrida de 26 milhas, lá está Derartu Tulu, na liderança.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,9420,Into(3),cc
en_pt_br,Another important idea is this notion of persistence of character across realities.,Outra ideia importante é a noção da persistência do personagem entre as realidades.,Outra ideia importante é essa noção de persistência do caráter em todas as realidades.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10002,Across(5),po
en_pt_br,"They produce six different types of silk, which is spun together into a fiber, tougher than any fiber humans have ever made.","Elas produzem seis deferentes tipos de seda, que são fiadas juntas em uma fibra, mais resistente do que qualquer fibra que já tenha sido produzida pelo homem.","Eles produzem seis tipos diferentes de seda, que são unidos em uma fibra, mais resistente do que qualquer outra fibra já produzida por humanos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10117,Into(3),cc
en_pt_br,And what we found is that we got into a positive cycle in which one breakthrough facilitated another.,E o que nós encontramos é que nós entramos em um ciclo positivo em que um avanço facilita outro.,E o que descobrimos é que entramos em um ciclo positivo no qual uma descoberta facilitou a outra.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10148,Into(3),"an, cn"
en_pt_br,"So it transformed a linear process into a closed-loop model, and it created more value in the process.","Então se transformou de um processo linear para um modelo de circuíto fechado, e criou-se mais valor no processo.","Assim, transformamos um processo linear em um modelo de ciclo fechado e criamos mais valor no processo.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10171,Into(3),cc
en_pt_br,"And with just a little bit of planning, we could transform a space dominated by traffic into one that provides open space for people, reconnects people with food and transforms waste into closed loop opportunities.","E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.","E com apenas um pouco de planejamento, poderíamos transformar um espaço dominado pelo tráfego em um espaço aberto para as pessoas, reconectando-as com os alimentos e transformando o desperdício em oportunidades de ciclo fechado.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10185,Into(3),cc
en_pt_br,"With every handful of the powder they throw into the air, their white saris slowly start to suffuse with color.","Com cada punhado de pó que jogam para o ar, seus saris brancos aos poucos começam a se cobrir de cores.","A cada punhado de pó que jogam no ar, seus saris brancos começam lentamente a se encher de cor.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10738,Into(1),cc
en_pt_br,"However, if I today, then you tomorrow, maybe even more of us someday, if we embrace our right to look like ourselves, then in the world that's been violently whitewashed, we will become the pinpricks of color pushing through, much like those widows of Vrindavan.","No entanto, se eu hoje, depois você amanhã, talvez mais alguns de nós algum dia, se abraçarmos nosso direito de sermos nós mesmos, em um mundo que tem sido violentamente privado de cores, seremos esses raios de cores que abrem luz pelo caminho, como as viúvas de Vrindavan.","No entanto, se eu hoje, e você amanhã, talvez até mais de nós algum dia, abraçarmos nosso direito de nos parecermos com nós mesmos, então, no mundo que foi violentamente embranquecido, nos tornaremos os pontinhos de cor que se destacam, como aquelas viúvas de Vrindavan.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10769,Through(5),cc
en_pt_br,"And my dream is we'll have a world one day where we don't just honor those who take money and make more money from it, but we find those individuals who take our resources and convert it into changing the world in the most positive ways.","E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.","E meu sonho é que um dia tenhamos um mundo em que não honremos apenas aqueles que pegam dinheiro e ganham mais dinheiro com isso, mas que encontremos aqueles indivíduos que pegam nossos recursos e os convertem para mudar o mundo da maneira mais positiva possível.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,10867,Into(3),cc
en_pt_br,"We talk things over with our friends, we scour the Internet, we search through books.","Nós conversamos com nossos amigos, pesquisamos na internet, buscamos nos livros.","Conversamos com nossos amigos, vasculhamos a Internet e pesquisamos em livros.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11181,Through(5),cc
en_pt_br,"And then there's, of course, the example that we're all too aware of: financial experts getting it so wrong that we're living through the worst recession since the 1930s.","E então tem, é claro, o exemplo que todos nós somos muito cientes: os experts em finanças erraram tanto que estamos passando pela pior recessão desde os anos 1930.","E há, é claro, o exemplo que todos nós conhecemos: especialistas financeiros errando tanto que estamos vivendo a pior recessão desde a década de 1930.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11199,Through(5),cc
en_pt_br,I've shared with you so far some insights into the world of experts.,"Até agora, compartilhei alguns insights no mundo dos especialistas.","Até agora, compartilhei com vocês algumas percepções sobre o mundo dos especialistas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11214,Through(5),cc
en_pt_br,"And this bone is peppered, as you can see, with the light shining through the skull with cavities, the sinuses, which warm and moisten the air we breathe.","E, este osso é salpicado, como vocês podem ver através da transiluminação do crânio, por cavidades, seios, que aquecem e umidificam o ar que inspiramos.","E esse osso é salpicado, como você pode ver, com a luz que brilha através do crânio com cavidades, os seios da face, que aquecem e umedecem o ar que respiramos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11312,Through(3),sp
en_pt_br,"Now the data is sent to the server in real time, and a heat map is plotted, taking into account all the active devices on the ground.","Os dados são enviados em tempo real e um mapa de calor é impresso, levando em conta todos os dispositivos ativos no chão.","Agora, os dados são enviados ao servidor em tempo real e um mapa de calor é traçado, levando em conta todos os dispositivos ativos no local.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11536,Into(3),cc
en_pt_br,"So that night, I packed all my things in a bag, and I walked into my father's room and told him, ""Tomorrow morning, the bus is going to come in.","Naquela noite, fiz minha mala, entrei no quarto do meu pai e disse: ""Amanhã cedo o ônibus vai passar.","Então, naquela noite, coloquei todas as minhas coisas em uma bolsa, entrei no quarto do meu pai e disse a ele: ""Amanhã de manhã, o ônibus vai chegar.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,11977,Into(1),cc
en_pt_br,"And for a moment I was wondering, are we going to live in order to see real change happening on the ground, a change that does not come through foreign intervention, through the misery of occupation, through nations invading our land and deepening the sense of inferiority sometimes?","E, por um momento, pensei será que viveremos o suficiente para ver mudanças reais acontecendo neste panorama, uma mudança que não seja por intervenção estrangeira, pela miséria da ocupação, de outras nações invadindo nossa terra e aprofundando, muitas vezes, o sentimento de inferioridade?","E, por um momento, fiquei me perguntando: será que vamos viver para ver uma mudança real acontecendo no local, uma mudança que não venha por meio de intervenção estrangeira, por meio da miséria da ocupação, por meio de nações que invadem nossa terra e, às vezes, aprofundam o sentimento de inferioridade?",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,12042,Through(5),cc
en_pt_br,"And it's really in this combined way that you get an overall sense of what's going on, because there's a lot of complex things like Medicaid and research money that flow across those boundaries.","E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.","E é realmente dessa forma combinada que você tem uma noção geral do que está acontecendo, porque há muitas coisas complexas, como o Medicaid e o dinheiro da pesquisa, que fluem através dessas fronteiras.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,12560,Through(5),sp
en_pt_br,"That is, through various gimmicks and things, a so-called balanced budget had led him to have 25 billion missing out of the 76 billion in proposed spending.","Ou seja, através de diversos artifícios e coisas, um assim chamado orçamento equilibrado o levou a ter 25 bilhões faltando do total de 76 bilhões em gastos propostos.","Ou seja, por meio de vários artifícios e outras coisas, o chamado orçamento equilibrado o levou a perder 25 bilhões dos 76 bilhões de gastos propostos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,12580,Through(5),sp
en_pt_br,"A few weeks later, you have your engineered organ that we're able to implant back into the patient.","Poucas semanas depois, você tem seu órgão artificial que nós somos capazes de implantar de volta no paciente.","Algumas semanas depois, você tem seu órgão projetado que podemos implantar no paciente.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,12724,Into(1),cc
en_pt_br,"Here's the scanner going through, scanning the wound.",Aqui está o scanner passando e digitalizando a ferida.,"Aqui está o scanner passando, examinando a ferida.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,12751,Through(3),cc
en_pt_br,"It wasn't perfect, but it got us through the last century.","Ela não era perfeita, mas nos conduziu pelo último século.","Não era perfeito, mas nos ajudou a atravessar o século passado.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13188,Through(5),cc
en_pt_br,And all of these fed into a disc array that was designed for a continuous capture.,E tudo isto ia para uma série de discos desenvolvidos para uma captação ininterrupta.,E todos eles foram alimentados em uma matriz de discos projetada para uma captura contínua.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13207,Through(3),"an, cn"
en_pt_br,"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and, finally, lights out for the day.","Aqui estamos sobrevoando um dia em nossa casa à medida em que passamos de uma manhã de sol a uma noite incandescente e, finalmente, luzes apagadas.","Então, aqui estamos voando durante um dia em nossa casa, passando de uma manhã ensolarada para uma noite incandescente e, finalmente, apagando as luzes do dia.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13208,Through(5),cc
en_pt_br,"The reason we did this is to create the ultimate memory machine, where you can go back and interactively fly around and then breathe video-life into this system.","Nós fizemos isso para criar a máquina de memória definitiva, onde você pode voltar no tempo e interagir e então aspirar a vida do vídeo neste sistema.","O motivo pelo qual fizemos isso foi para criar a máquina de memória definitiva, na qual você pode voltar e voar interativamente e, em seguida, dar vida a esse sistema por meio de vídeo.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13252,Into(3),cc
en_pt_br,"When you meet them, they lock into you, they look you in the eye, they invade your personal space, they massage the back of your head.","Quando você os encontra, eles se focam em você, eles olham nos seus olhos, eles invadem seu espaço pessoal, eles massageiam a sua nuca.","Quando você os encontra, eles se fixam em você, olham nos seus olhos, invadem o seu espaço pessoal e massageiam a sua nuca.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13434,Into(3),cc
en_pt_br,It might spill off into the Hudson a little bit before it destroyed the Earth.,Poderia passar um pouco para o Rio Hudson antes de destruir a Terra.,Ela pode se espalhar um pouco pelo Hudson antes de destruir a Terra.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13648,Into(1),cc
en_pt_br,Imagine a lighter black hole falling into a very heavy black hole.,Imaginem um buraco negro mais leve caindo em um buraco negro muito pesado.,Imagine um buraco negro mais leve caindo em um buraco negro muito pesado.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13688,Into(1),cc
en_pt_br,"It also helped me to avoid the trap people in my profession sometimes fall into when trying to innovate, where we are quick to apply a technology before we've firmly grasped the problem at hand.","Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.","Isso também me ajudou a evitar a armadilha em que as pessoas em minha profissão às vezes caem quando tentam inovar, em que somos rápidos em aplicar uma tecnologia antes de compreendermos com firmeza o problema em questão.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,13821,Into(1),cc
en_pt_br,"In fact, it's water's ability to adapt and change and remain flexible that made it so enduring through the ages, despite all the changes in the environment.","A bem da verdade, é a sua capacidade de adaptação, mudança e flexibilidade que a tornou duradora através dos anos, apesar de todas as mudanças no ambiente.","De fato, foi a capacidade da água de se adaptar, mudar e permanecer flexível que a tornou tão duradoura ao longo dos tempos, apesar de todas as mudanças no ambiente.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,14460,Through(5),cc
en_pt_br,"And what's interesting to me is that the teams that usually win are not the ones with the most experienced team members, but the ones with members who are open to learn, who are open to unlearn and who are open to helping each other navigate through the changing circumstances.","O mais interessante para mim é que as equipes vencedoras não são aquelas com membros de maior experiência, mas sim, as mais abertas a aprender, e a desaprender, abertas a auxiliar uma à outra, a navegar na alteração de circunstâncias.","E o que é interessante para mim é que as equipes que geralmente vencem não são as que têm os membros mais experientes, mas as que têm membros abertos para aprender, que estão abertos para desaprender e que estão abertos para ajudar uns aos outros a navegar pelas circunstâncias em constante mudança.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,14465,Through(5),cc
en_pt_br,"So, as you all know, species lived in particular ecological niches and particular environments, and the pressures of those environments selected which changes, through random mutation in species, were going to be preserved.","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.","Portanto, como todos sabem, as espécies viviam em nichos ecológicos e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, por meio de mutação aleatória nas espécies, seriam preservadas.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,14642,Through(5),cc
en_pt_br,That DNA is passed down through our mothers.,Esse DNA nos é transmitido por meio de nossas mães.,Esse DNA é transmitido por nossas mães.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,14721,Through(5),cc
en_pt_br,And we often went into just a dead end and had to recover.,E várias vezes nos encontramos num beco sem saída e precisamos nos recuperar.,E muitas vezes chegamos a um beco sem saída e tivemos que nos recuperar.,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,15061,Into(3),cc
en_pt_br,"The choreographer, Toby Sedgwick, invented a beautiful sequence where the baby horse, which was made out of sticks and bits of twigs, grew up into the big horse.","O coreógrafo, Toby Sedgwick, inventou uma linda sequência onde o potrinho, que era feito de varas e pedaços de galhos cresceu e se tornou o grande cavalo.","O coreógrafo Toby Sedgwick inventou uma bela sequência em que o cavalo bebê, que era feito de gravetos e pedaços de galhos, cresceu e se tornou um cavalo grande.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,15183,Into(3),cc
en_pt_br,"Against all odds, I achieved my dream, and through this very personal commitment to myself, I slowly realized that completing the Ironman was about more than conquering Kona.","Contra todas as dificuldades, alcancei meu sonho, e embora esse fosse um compromisso pessoal, aos poucos me dei conta de que completar o Ironman era muito mais do que vencer o Kona.","Contra todas as probabilidades, realizei meu sonho e, por meio desse compromisso muito pessoal comigo mesmo, aos poucos percebi que completar o Ironman era mais do que conquistar Kona.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,15343,Through(5),cc
en_pt_br,"And with ""Sartorial Anarchy,"" I began to invest more into the organization of my pictures.","Com ""Sartorial Anarchy"", comecei a investir mais na organização das minhas fotos.","E com ""Sartorial Anarchy"", comecei a investir mais na organização de minhas fotos.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,15387,Into(3),cc
en_pt_br,"In fact, most of my career, I've been immersing myself into seemingly horrible situations for the whole goal of trying to examine societal issues in a way that make them engaging, that make them interesting, that hopefully break them down in a way that make them entertaining and accessible to an audience.","De fato, a maior parte de minha carreira, tenho estado imerso em situações aparentemente horríveis com o firme propósito de tentar examinar questões sociais de modo a torná-las empolgantes, torná-las interessantes, esperando quebrá-las de modo a torná-las divertidas e acessíveis a uma platéia.","Na verdade, durante a maior parte da minha carreira, mergulhei em situações aparentemente horríveis com o objetivo de tentar examinar as questões sociais de forma a torná-las envolventes, interessantes e, com sorte, dividi-las de forma a torná-las divertidas e acessíveis ao público.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,15936,Into(3),cc
en_pt_br,So we can imagine the early universe breaking up into a billion clouds.,"Assim, podemos imaginar o universo primevo separando-se em bilhões de nuvens.","Então, podemos imaginar o universo primitivo se dividindo em um bilhão de nuvens.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,16501,Into(3),cc
en_pt_br,"DNA accumulates information through random errors, some of which just happen to work.","O DNA acumula informação através de erros aleatórios, alguns dos quais, acabam dando certo.","O DNA acumula informações por meio de erros aleatórios, alguns dos quais simplesmente funcionam.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,16567,Through(5),cc
en_pt_br,"Suggesting that God expresses Himself or Herself through powerlessness, rather than power.",Sugerindo que Deus expressa-se através da impotência ao invés do poder.,"Sugerir que Deus se expressa por meio da impotência, em vez do poder.",SRC_TM_DATA/data_2024/en-pt_br-2.tmx,16819,Through(5),cc
