lang_pair,source,reference,gemma:7b,inner_id,produced_from,spatial_sense,error_type,target,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,"Because sounds from the outside world have to travel through the mother's abdominal tissue and through the amniotic fluid that surrounds the fetus, the voices fetuses hear, starting around the fourth month of gestation, are muted and muffled.","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.","Os sons do mundo exterior devem passar através do tecido abdominal da mãe e do líquido amniótico que cerca o feto, e os vozes que os fetos ouvem começam aproximadamente no quarto mês de gestação são silenciadas e abafadas.",41047,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"ag, gr","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.",0.006409912521492,0.0606796116504854,0.4092431,0.679229497909546,100.0
en_pt_br,"Because I think, as well as the awe of looking at that, I'm sure some people here are thinking, technology catches up so quick, how long is it before some crazed geek with a little remote control flies one through a window of the White House?","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?","Pois pensei, além da admiração de olhar para aquilo, tenho certeza de que algumas pessoas aqui estão pensando, o avanço tecnológico é tão rápido, quanto tempo até algum nerd com um controle remoto estável voar um através de uma janela da Casa Branca?",58917,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"ad, sp","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?",0.0051666112242191,0.0567107750472589,0.43967056,0.497526675462723,102.222222222222
en_pt_br,"And the situation is that a car full of paramedics on their way home from the hospital after work have run across the wreckage, and they've advised the police that there were no survivors inside the car, that the driver's dead, that I'm dead.","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.","A situação é que um veículo com os paramedics em seu caminho para casa após o horário de trabalho cruzou o corpo do veículo e alertou a polícia de que ninguém sobrevivia no veículo, que o condutor morreu e que ele também morreu.",25710,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(5),"un, gr, wl, wt","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.",0.0058449410522076,0.0711382113821138,0.4378942,0.617835342884064,97.7777777777778
en_pt_br,"So you put a message into this device and then you roll it on the wall, and it basically has all these solenoids pressing the buttons on spray cans, so you just pull it over a wall and it just writes on the wall all the political messages.","Então você põe uma mensagem nesse parede e ele basicamente tem todas essas solenóides que apertam os butões das latas de spray, então você o puxa pela parede e ele apenas escreve as mensagens políticas na parede.","Você coloca uma mensagem neste dispositivo e então o rola na parede, e basicamente possui todos os solenoides pressionando os botões nos cans de aerossol, então você o arrasta sobre uma parede e simplesmente escreve na parede todas as mensagens políticas.",70198,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),un,"Então você põe uma mensagem nesse parede e ele basicamente tem todas essas solenóides que apertam os butões das latas de spray, então você o puxa pela parede e ele apenas escreve as mensagens políticas na parede.",0.0047291810340735,0.0373134328358209,0.38840842,0.606454372406006,129.72972972973
en_pt_br,"And my dream is we'll have a world one day where we don't just honor those who take money and make more money from it, but we find those individuals who take our resources and convert it into changing the world in the most positive ways.","E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.",O meu sonho é um dia em que reconhecemos aqueles que tomam nossos recursos e os convertem em mudanças no mundo de forma positiva.,10867,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,"E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.",0.0043614530724588,0.021551724137931,0.36229602,0.640153288841248,104.545454545455
en_pt_br,"We are now going through an amazing and unprecedented moment where the power dynamics between men and women are shifting very rapidly, and in many of the places where it counts the most, women are, in fact, taking control of everything.","Estamos agora passando por um momento incrível e sem precedentes onde a dinâmica do poder entre homens e mulheres está mudando rapidamente. E em muitos lugares onde isso é mais importante, as mulheres estão, de fato, tomando o controle de tudo.","Estamos num momento incrível e sem precedentes onde os poderes dinâmicos entre homens e mulheres estão a mudar de forma muito rápida, e em muitos locais onde conta mais, as mulheres estão, de facto, a tomar o controlo de tudo.",4074,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, wv","Estamos agora passando por um momento incrível e sem precedentes onde a dinâmica do poder entre homens e mulheres está mudando rapidamente. E em muitos lugares onde isso é mais importante, as mulheres estão, de fato, tomando o controle de tudo.",0.0056531710785114,0.0543478260869565,0.40791798,0.798924028873444,100.0
en_pt_br,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.","Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.","No entanto, o cancro está restrito por viver no nosso corpo e o seu crescimento contínuo, a sua disseminação pelos corpos e a sua alimentação dos tecidos leva à morte do paciente com cancro e também à morte do próprio cancro.",31972,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),cc,"Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.",0.0053818870582064,0.036231884057971,0.41346443,0.614257752895355,107.894736842105
en_pt_br,"When this district attorney of 30 years stepped down, the eyewitnesses from McKinley's case came forward and said that they had been pressured into testifying by the district attorneys, pressure which included the threat of jail time.","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.","Quando este promotor de 30 anos renunciou, os testemunhos do caso McKinley apareceram e afirmaram ter sido pressionados para depor pela equipa de promotor, com a ameaça de prisão.",28919,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),"an, wl, po","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.",0.0067347191281656,0.0842696629213483,0.41576833,0.711355090141296,112.5
en_pt_br,"I mean, why not utilize this technology, which massively broadens the boundaries of what's possible, accept that many of the things that happen in our world now go recorded, and we can obtain that information through social media?","Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?","Por que não utilizar essa tecnologia, que amplia drasticamente as fronteiras do que é possível, aceite que muitas das coisas que acontecem no nosso mundo agora são gravadas e podemos obtê-las através das redes sociais?",34455,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),om,"Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?",0.0065508739478141,0.0681818181818181,0.42906058,0.720176160335541,100.0
en_pt_br,"So I have this distinction between what we're making people do and the subject that's sort of mainstream and the subject that, in a sense, people might follow with their own interest and perhaps even be spiked into doing that.","Por isso faço a distinção entre o que estamos forçando as pessoas a fazer e o assunto que está na moda e o assunto que, de certo modo, as pessoas podem seguir por interesse próprio e talvez até serem incentivadas a isto.","Existe uma distinção entre o que estamos a fazer as pessoas fazer e o tema que está no mainstream e o tema que, em certo sentido, as pessoas podem seguir com o seu próprio interesse e talvez até ser estimuladas a fazê-lo.",991,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),un,"Por isso faço a distinção entre o que estamos forçando as pessoas a fazer e o assunto que está na moda e o assunto que, de certo modo, as pessoas podem seguir por interesse próprio e talvez até serem incentivadas a isto.",0.0057832140092189,0.0444444444444444,0.4295186,0.563592791557312,100.0
en_pt_br,"So, as you all know, species lived in particular ecological niches and particular environments, and the pressures of those environments selected which changes, through random mutation in species, were going to be preserved.","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.","As você todos sabe, as espécies viam em nichos ecológicos específicos e ambientes específicos, e as pressão desses ambientes selecionaram quais alterações, através de mutações aleatórias nas espécies, seriam preservadas.",14642,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"un, ag, in, wt","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.",0.0137225999559863,0.10752688172043,0.44444892,0.62976461648941,106.451612903226
en_pt_br,"And so this starts in four weeks, at the end of the summer, and my partner and I, Matthew and I, just went through the arduous and totally convoluted process of getting certified as high school teachers to actually run it.","Isso começa em quatro semanas, no final do verão. E meu parceiro e eu, Matthew e eu, acabamos de passar por um árduo e complicado processo de obter certificados de professores do ensino médio para executá-lo.","Assim, isso começa em quatro semanas, no final do verão, e o meu parceiro e eu, Matthew e eu, já passamos por um processo ardente e completamente confundiado para obter a certificação de professores de ensino médio para dirigir isso.",444,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, in, co","Isso começa em quatro semanas, no final do verão. E meu parceiro e eu, Matthew e eu, acabamos de passar por um árduo e complicado processo de obter certificados de professores do ensino médio para executá-lo.",0.0106296663217983,0.0896385542168674,0.4272427,0.666341125965118,111.111111111111
en_pt_br,"And with just a little bit of planning, we could transform a space dominated by traffic into one that provides open space for people, reconnects people with food and transforms waste into closed loop opportunities.","E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.","Com um pouco de planejamento, podemos transformar um espaço dominado por tráfego num espaço aberto para as pessoas, reconeectando-as com a alimentação e transformando o lixo num ciclo fechado de oportunidades.",10185,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),in,"E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.",0.0057739914786742,0.0360576923076923,0.46637946,0.693066775798798,100.0
en_pt_br,"Showed up the first day ready to make coffee and photocopies, but was paired with this righteous, deeply inspired attorney named Jeff Purcell, who thrust me onto the front lines from the very first day.","Apresentei-me no primeiro dia, pronta para fazer café e tirar fotocópias, mas fui alocada junto a este advogado justo, profundamente inspirado, chamado Jeff Purcell, que me lançou na linha de frente desde o primeiro dia.","Chegou no primeiro dia preparado para fazer café e fotocópias, mas foi parçado com esse direito, profundamente inspirado, advogado Jeff Purcell, que me lançou direto para a frente linha no primeiro dia.",68594,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"ag, in, wl","Apresentei-me no primeiro dia, pronta para fazer café e tirar fotocópias, mas fui alocada junto a este advogado justo, profundamente inspirado, chamado Jeff Purcell, que me lançou na linha de frente desde o primeiro dia.",0.0275690873814019,0.14030612244898,0.44493026,0.657278120517731,94.2857142857143
en_pt_br,And the first picture showed us that a truck caging 500 homeless and kidnapped dogs for food processing was spotted and stopped on the highway with the whole country watching through microblogging.,"E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.",A primeira foto evidenciou que um caminhão de caminhão com 500 cães desabrigados e secuestrados para processamento alimentar foi detectado e interceptado na rodovia enquanto o país observava através da microblogagem.,33278,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"gr, wl, in","E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.",0.007212455691318,0.0931047197640118,0.43907884,0.635086894035339,100.0
en_pt_br,"All of the red circles are the symbiotic algae that live inside the coral tissue, turning sunlight and into sugars they both can use, and all of the little blue dots are the protective bacteria.","Todos os círculos vermelhos são as algas simbióticas que vivem dentro do tecido do coral, transformando a luz do sol em açúcares que os dois podem usar, e todos esses pontinhos azuis são as bactérias protetoras.","Todos os círculos vermelhos são algas simbólicas que vivem no tecido do coral, transformando a luz do sol em açúcares que ambos podem usar. Todos os pequenos pontos azuis são bactérias protetivas.",65471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, in","Todos os círculos vermelhos são as algas simbióticas que vivem dentro do tecido do coral, transformando a luz do sol em açúcares que os dois podem usar, e todos esses pontinhos azuis são as bactérias protetoras.",0.0067142456926233,0.0642673521850899,0.4334497,0.688930928707123,100.0
en_pt_br,"It also helped me to avoid the trap people in my profession sometimes fall into when trying to innovate, where we are quick to apply a technology before we've firmly grasped the problem at hand.","Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.","Também me ajudou a evitar a armadilha em que as pessoas da minha profissão às vezes caem ao tentar inova, quando aplicamos uma tecnologia antes de ter firmemente apreendido o problema em questão.",13821,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc,"Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.",0.0068932817746011,0.0566572237960339,0.4459176,0.727878034114838,103.030303030303
en_pt_br,"And it's really in this combined way that you get an overall sense of what's going on, because there's a lot of complex things like Medicaid and research money that flow across those boundaries.","E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.","E é realmente nesse sentido combinado que se obtém uma visão geral de o que está a acontecer, pois existem muitos elementos complexos como o Medicaid e o dinheiro de investigação que fluem através dessas fronteiras.",12560,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),sp,"E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.",0.006243702571093,0.0393700787401574,0.38831615,0.745812356472015,97.2222222222222
en_pt_br,"And with every click of the mouse and every touch of the screen, we are like Hansel and Gretel leaving breadcrumbs of our personal information everywhere we travel through the digital woods.","E a cada clique do mouse e a cada toque da tela, nós somos como João e Maria deixando pedacinhos de pão da nossa informação pessoal em todos os lugares que viajamos pela floresta digital.","Com cada clique do mouse e cada toque na tela, estamos como Hansel e Gretel deixando rasto de nossa informação pessoal em todos os locais onde navegamos pela floresta digital.",62918,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),un,"E a cada clique do mouse e a cada toque da tela, nós somos como João e Maria deixando pedacinhos de pão da nossa informação pessoal em todos os lugares que viajamos pela floresta digital.",0.0070887353738748,0.0544959128065395,0.43014434,0.614030957221985,100.0
en_pt_br,"Now, Ron Howard ran into Buzz Aldrin, who was not on the movie, so he had no idea that we were faking any of this footage, and he just responded as he would respond, and I'll run this.","Agora, Ron Howard vai até Buzz Aldrin, que não está no filme, dai ele não tem ideia que nós estamos forjando todas os trechos, ele só reagiu da forma como deveria reagir, e eu apresentarei isto.","Agora, Ron Howard encontrou Buzz Aldrin, que não estava no filme, então não sabia que estavam a falsificar nenhuma destas imagens, e respondeu como iria responder.",73696,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),om,"Agora, Ron Howard vai até Buzz Aldrin, que não está no filme, dai ele não tem ideia que nós estamos forjando todas os trechos, ele só reagiu da forma como deveria reagir, e eu apresentarei isto.",0.0396072722840562,0.226540062130004,0.463785,0.619628727436066,94.4444444444444
en_pt_br,"And yet we still insist, by and large, in thinking that we can understand China by simply drawing on Western experience, looking at it through Western eyes, using Western concepts.","E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.","Embora continuemos a insistir, em geral, em pensar que podemos entender a China apenas recorrendo à experiência ocidental, olhando para ela através de olhos ocidentais, usando conceitos ocidentais.",8405,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,"E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.",0.0083125657352497,0.0857142857142857,0.4076863,0.696436882019043,100.0
en_pt_br,"Now they've aged out of that demographic, but it's still the case that powerful ratings companies like Nielson don't even take into account viewers of television shows over age 54.","Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.","Agora eles estão fora daquele público-alvo, mas o fato é que empresas de classificação poderosas como Nielsen não consideram espectadores de programas de televisão com mais de 54 anos.",9187,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,"Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.",0.0077184726112677,0.0696378830083565,0.42041683,0.718300700187683,97.0588235294118
