lang_pair,source,reference,mistral,inner_id,produced_from,spatial_sense,error_type,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,"Because sounds from the outside world have to travel through the mother's abdominal tissue and through the amniotic fluid that surrounds the fetus, the voices fetuses hear, starting around the fourth month of gestation, are muted and muffled.","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.","As sombras do mundo exterior precisam viajar pelo tecido abdominal da mãe e pela amnióide que envolve o feto, as vozes que fetos ouvem, a partir do quarto mês de gestação, são baadas e tupidas.",41047,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"om, wl, sp, in",0.4504683810120508,0.6495098039215688,0.98183864,0.710763692855835,45.94594594594595
en_pt_br,"Because I think, as well as the awe of looking at that, I'm sure some people here are thinking, technology catches up so quick, how long is it before some crazed geek with a little remote control flies one through a window of the White House?","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?","Porque penso, assim como a admiração de olhar isso, estou convicto de que algumas pessoas aqui estão pensando: a tecnologia se desenvolve tão rápido, quanto tempo demora para algum coego excêntrico com um pequeno controle remoto voar uma delas pela janela da Casa Branca?",58917,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"wl, sp",0.1162307503367415,0.5258366886992464,0.8530349,0.503533124923706,291.1111111111111
en_pt_br,"And the situation is that a car full of paramedics on their way home from the hospital after work have run across the wreckage, and they've advised the police that there were no survivors inside the car, that the driver's dead, that I'm dead.","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.","E a situação que um carro cheio de paramédicos, em seu caminho para casa do hospital após o trabalho, cruzaram pelos restos de um veículo, e deram as notícias à polícia de que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estou morto.",25710,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(5),"gr, ie, co",0.444537868245102,0.7312689393939394,0.9948026,0.8033627867698669,44.44444444444444
en_pt_br,"So you put a message into this device and then you roll it on the wall, and it basically has all these solenoids pressing the buttons on spray cans, so you just pull it over a wall and it just writes on the wall all the political messages.","Então você põe uma mensagem nesse parede e ele basicamente tem todas essas solenóides que apertam os butões das latas de spray, então você o puxa pela parede e ele apenas escreve as mensagens políticas na parede.","Você coloca uma mensagem nesse dispositivo e depois o rola na parede, e essencialmente tem todos esses solenoides pressionando os botões em canetas de spray, então você só a arrasta por cima da parede e ele apenas escreve nas paredes todas as mensagens políticas.",70198,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, ag, sp",0.2197586219718776,0.6078058330059075,0.9846204,0.7934092879295349,75.67567567567568
en_pt_br,"And my dream is we'll have a world one day where we don't just honor those who take money and make more money from it, but we find those individuals who take our resources and convert it into changing the world in the most positive ways.","E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.","E meu sonho é que um dia temos um mundo em que não somente honramosquem toma dinheiro e faz mais dinheiro dessele, mas achamosquelesindividuos que nosso recursos transformam em alterar o mundo de maneira mais positiva.",10867,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, in, co, an",0.1150306941170676,0.5640075506512741,0.98977315,0.6321868896484375,54.54545454545454
en_pt_br,"We are now going through an amazing and unprecedented moment where the power dynamics between men and women are shifting very rapidly, and in many of the places where it counts the most, women are, in fact, taking control of everything.","Estamos agora passando por um momento incrível e sem precedentes onde a dinâmica do poder entre homens e mulheres está mudando rapidamente. E em muitos lugares onde isso é mais importante, as mulheres estão, de fato, tomando o controle de tudo.","Estamos passando por um momento incrivel e inédito em que as dynamicas de poder entre homens e mulheres estão se deslocando muito rapidamente, e em muitos dos lugares onde isso conta mais, as mulheres, de fato, estão tomando o controle de tudo.",4074,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),in,0.3457183617701684,0.7349240780911064,0.98479766,0.8944443464279175,48.78048780487805
en_pt_br,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.","Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.","Não importa quanto câncer esteja confinado a viver dentro de nossos corpos, sua continua crescenda, sua expansão por nossos corpos e consumindo tecidos nossos, leva à morte do paciente de câncer e também à morte do câncer em si.",31972,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"gr, wt",0.2235116121458316,0.524710086299892,0.98040265,0.7688658833503723,63.1578947368421
en_pt_br,"When this district attorney of 30 years stepped down, the eyewitnesses from McKinley's case came forward and said that they had been pressured into testifying by the district attorneys, pressure which included the threat of jail time.","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.","Quando este procurador distrital de 30 anos se aposentou, os testemunhas presenciadores do caso McKinley se apresentaram e disseram ter sofrido pressão para testemunhar, pressão a que tinha se enfrentado a ameaça de tempo de prisão.",28919,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),"an, wl, gr",0.2523730108786429,0.5710416958490918,0.9806572,0.7537614703178406,62.5
en_pt_br,"I mean, why not utilize this technology, which massively broadens the boundaries of what's possible, accept that many of the things that happen in our world now go recorded, and we can obtain that information through social media?","Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?","Porque não aproveitar esta tecnologia, que amplia enormemente os limites do que é possível, e aceitar que muitas coisas que acontecem no nosso mundo hoje estão sendo gravadas, e podemos obter essa informação através das redes sociais?",34455,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.2624153830952246,0.51487414187643,0.9901515,0.9210767149925232,61.53846153846154
en_pt_br,"So I have this distinction between what we're making people do and the subject that's sort of mainstream and the subject that, in a sense, people might follow with their own interest and perhaps even be spiked into doing that.","Por isso faço a distinção entre o que estamos forçando as pessoas a fazer e o assunto que está na moda e o assunto que, de certo modo, as pessoas podem seguir por interesse próprio e talvez até serem incentivadas a isto.","Então tenho esta distinção entre o que estamos fazendo pessoas fazer e o assunto que, de alguma forma, é mainstream e o assunto que, por um sentido, as pessoas seguiriam com interesse próprio e talvez mesmo serem incentivadas a fazê-lo.",991,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"un, an",0.3671265304576869,0.6312326595323029,0.98386467,0.8166692852973938,47.61904761904761
en_pt_br,"So, as you all know, species lived in particular ecological niches and particular environments, and the pressures of those environments selected which changes, through random mutation in species, were going to be preserved.","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.","Portanto, como vocês todos sabem, as espécies viviam em niches económicas específicas e ambientes determinados, e as pressões desses ambientes selecionavam quais alterações, por meio de mutações aleatórias em espécies, seriam preservadas.",14642,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"in, wl",0.4837559849963352,0.7459156169206228,0.99234295,0.8650171160697937,32.25806451612903
en_pt_br,"And so this starts in four weeks, at the end of the summer, and my partner and I, Matthew and I, just went through the arduous and totally convoluted process of getting certified as high school teachers to actually run it.","Isso começa em quatro semanas, no final do verão. E meu parceiro e eu, Matthew e eu, acabamos de passar por um árduo e complicado processo de obter certificados de professores do ensino médio para executá-lo.","Assim começa em quatro semanas, no final do verão, e meu parceiro e eu, Matthew e eu, passamos por um processo exigido e totalmente enrolado para se certificar como professores de ensino médio e realmente o dirigir.",444,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, ag, an",0.4213524448165701,0.6063775310935019,0.9907352,0.701820433139801,50.0
en_pt_br,"And with just a little bit of planning, we could transform a space dominated by traffic into one that provides open space for people, reconnects people with food and transforms waste into closed loop opportunities.","E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.","E ao mesmo tempo planejando pouco, podemos transformar um espaço dominado pelo tráfego em um que oferece espaço aberta para as pessoas, reconecta as pessoas com a alimentação e converte lixo em oportunidades de laço fechado.",10185,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wl",0.2002744564600607,0.4090061284305888,0.9857355,0.7508552670478821,61.53846153846154
en_pt_br,"Showed up the first day ready to make coffee and photocopies, but was paired with this righteous, deeply inspired attorney named Jeff Purcell, who thrust me onto the front lines from the very first day.","Apresentei-me no primeiro dia, pronta para fazer café e tirar fotocópias, mas fui alocada junto a este advogado justo, profundamente inspirado, chamado Jeff Purcell, que me lançou na linha de frente desde o primeiro dia.","Appearei no primeiro dia pronto para fazer café e cópias fotográficas, mas fui emparelhada com este advocado rigoroso e profundamente inspirado chamado Jeff Purcell, que me juntou às linhas de frente desde o primeiro dia.",68594,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"in, wl, ie",0.3813420519686333,0.6511056511056512,0.9835358,0.79594486951828,42.85714285714285
en_pt_br,And the first picture showed us that a truck caging 500 homeless and kidnapped dogs for food processing was spotted and stopped on the highway with the whole country watching through microblogging.,"E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.","Primeira imagem nos mostrou que um caminhão transportava quatrocentas e cinco centenas de cães sem-teto raptos para processamento alimentício foi detectado e interceptado na auto-estrada, acompanhados pela todo a nação através do microblogging.",33278,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"om, ad, wl, ag",0.0182696105225753,0.3120417888563049,0.974723,0.7273615002632141,77.41935483870968
en_pt_br,"All of the red circles are the symbiotic algae that live inside the coral tissue, turning sunlight and into sugars they both can use, and all of the little blue dots are the protective bacteria.","Todos os círculos vermelhos são as algas simbióticas que vivem dentro do tecido do coral, transformando a luz do sol em açúcares que os dois podem usar, e todos esses pontinhos azuis são as bactérias protetoras.","Todas as circunferências vermelhas são algas simbióticas que vivem na tecido do coral, transformando sol e em açúcar que ambos podem usar, e todas as pequenas pontinhas azuladas são bactérias protegidas.",65471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.2354519058702585,0.5434659858100311,0.9860803,0.7898584008216858,55.55555555555556
en_pt_br,"It also helped me to avoid the trap people in my profession sometimes fall into when trying to innovate, where we are quick to apply a technology before we've firmly grasped the problem at hand.","Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.","Aidou-me também em evitar a armadilha a que se encamisam as pessoas da minha profissão às vezes ao tentar inovar, quando somos rápidos em aplicar uma tecnologia antes de terem sólidamente abordado o problema em questão.",13821,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"in, wl, an",0.2201061385590867,0.6052897925960039,0.9868575,0.8970918655395508,63.63636363636363
en_pt_br,"And it's really in this combined way that you get an overall sense of what's going on, because there's a lot of complex things like Medicaid and research money that flow across those boundaries.","E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.","Assim realmente é nessa forma composta que se obtém uma visão geral de oque acontece, pois existem muitas coisas complexas como o Medicaid e o financiamento para pesquisa que fluem pelas fronteiras.",12560,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"gr, sp",0.1682528584263531,0.3726165059265258,0.97825754,0.8531928658485413,66.66666666666666
en_pt_br,"And with every click of the mouse and every touch of the screen, we are like Hansel and Gretel leaving breadcrumbs of our personal information everywhere we travel through the digital woods.","E a cada clique do mouse e a cada toque da tela, nós somos como João e Maria deixando pedacinhos de pão da nossa informação pessoal em todos os lugares que viajamos pela floresta digital.","E toda clique do rato e toque de tela, nos somos como Hansel e Gretel deixando pães de perecidos de nossas informações pessoais em todos os lugares que passamos pelas florestas digitais.",62918,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),"ag, wl, un",0.147803328796977,0.5043343404573455,0.9726438,0.5879642963409424,54.285714285714285
en_pt_br,"Now, Ron Howard ran into Buzz Aldrin, who was not on the movie, so he had no idea that we were faking any of this footage, and he just responded as he would respond, and I'll run this.","Agora, Ron Howard vai até Buzz Aldrin, que não está no filme, dai ele não tem ideia que nós estamos forjando todas os trechos, ele só reagiu da forma como deveria reagir, e eu apresentarei isto.","Agora, Ron Howard se cruzou com Buzz Aldrin, que não estava no filme, então ele não sabia que estamos falsificando qualquer pé de cabra nessa imagem, e respondeu exatamente como responderia, e eu vou executá-la.",73696,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.2132751441385035,0.4922434367541766,0.9855307,0.5618228912353516,61.11111111111112
en_pt_br,"And yet we still insist, by and large, in thinking that we can understand China by simply drawing on Western experience, looking at it through Western eyes, using Western concepts.","E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.","Ainda assim nos mantemos, em grande parte, persuadidos de que podemos entender a China meramente recurrindo à nossa experiência ocidental, olhando por meios ocidentais, usando conceitos ocidentais.",8405,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, in, co",0.1764048636457086,0.6355856027630841,0.9773952,0.8629085421562195,51.72413793103448
en_pt_br,"Now they've aged out of that demographic, but it's still the case that powerful ratings companies like Nielson don't even take into account viewers of television shows over age 54.","Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.","Agora eles já se envelheceram para fora desta demográfica, mas ainda é verdade que empresas de classificação de ratings poderosas como a Nielsen não consideram espectadores de programas de televisão acima dos 54 anos.",9187,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie,0.1380188774292925,0.4612957833179439,0.95851314,0.7976834177970886,64.70588235294117
en_pt_br,"But here's the thing: our aim is to encourage students to articulate their own opinions, not to coerce them into agreeing with us, so it actually doesn't matter if he and I agree.","Mas, penso da seguinte forma, nosso objetivo é incentivar os alunos a articular opiniões próprias, e não coagi-los a concordar conosco. Por isso, não importa se eu e ele concordarmos.","Então aqui está a coisa: nossa intenção é estimular estudantes a expressarem suas opiniões, e não forçá-los a concordar conosco, portanto realmente não importa se ele e eu concordamos.",2797,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"an, gr",0.0682200955571002,0.4116871662159673,0.9739573,0.8770707249641418,66.66666666666666
en_pt_br,"And what we've found is through genetic engineering, we can actually increase the efficiencies of these solar cells to record numbers for these types of dye-sensitized systems.","E o que nós descobrimos é que, através da engenharia genética, nós podemos realmente aumentar a eficiência destas células fotoelétricas para gravar números para estes tipos de sistemas sensibilizados por corantes.","E o que encontramos é, por meio de enginyeria genética, podemos realmente aumentar as eficiências destes celulas solares até às taxas recorde para esses tipos de sistemas sensibilizados a tintas.",19123,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"in, ag, po",0.1509761913568404,0.4898716283022414,0.9797998,0.7390601634979248,64.51612903225806
en_pt_br,"Against all odds, I achieved my dream, and through this very personal commitment to myself, I slowly realized that completing the Ironman was about more than conquering Kona.","Contra todas as dificuldades, alcancei meu sonho, e embora esse fosse um compromisso pessoal, aos poucos me dei conta de que completar o Ironman era muito mais do que vencer o Kona.","Contra todas as chances, conseguí meu sonho, e através desta compromissação pessoal muito intensa comigo mesmo, comecei a perceber lentamente que completar o Ironman era sobre mais do que vencer Kona.",15343,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, in, ad, an",0.283901619013562,0.5745125348189416,0.98479146,0.7852131724357605,50.0
en_pt_br,"They discovered that adult cells, taken from you and me, could be reprogrammed back into embryonic-like cells, which they termed IPS cells, or induced pluripotent stem cells.","Eles descobriram que células adultas, retiradas de você ou de mim, poderiam ser reprogramadas para voltarem a ser células-tronco embrionárias, as quais eles denominaram células IPS, ou 'células-tronco pluripotentes induzidas'.","Descobriram que as células adultas, retiradas de você e eu, podiam ser reprogramadas em células embrionárias-tipo, que eles designaram por IPS, ou células estamina induzidas pluripotentes.",17471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"gr, wt, an, wl",0.2020670815003939,0.4346395835329437,0.9707305,0.812018096446991,63.33333333333333
en_pt_br,"They cram them onto cots, put all your personal belongings in a plastic garbage bag, stick it underneath, and put you on the floor of an entire sports arena, or a gymnasium.","Amontoam essas pessoas em cama de campanha, colocam todos os seus pertencem pessoais em um saco de lixo, enfiam esse saco debaixo da cama e colocam você chão de uma arena esportiva, ou um ginásio.","Os colocam em cóts, metem todos os pertences pessoais num saco de plástico, o colocam abaixo, e te deixam no chão de uma arena esportiva, ou de um gimnásio.",65382,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(1),"wl, in, co, gr",0.2023447084200637,0.4248314044232412,0.9765155,0.6769387125968933,62.85714285714285
en_pt_br,"We all know it was an amazing movie, and it was so interesting to see it go out into the culture and become this phenomenon and to see all the different permutations of it.","Todos sabem que foi um filme fantástico. e foi muito interessante vê-lo, entrar na cultura e se tornar esse fenômeno e ver todas as diferentes alterações dele.","Todos sabemos que foi um íncredível filme, e foi tão interessante ver como saiu para a cultura e se tornou essa fenomeno, e ver todas as diferentes permutações deles.",59844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"an, ie, ag",0.2081474153476389,0.5957054539450752,0.9895672,0.7972513437271118,51.85185185185185
en_pt_br,"CA: And currently, a big focus of the company is, I guess, kind of a race with Boeing to be the first to provide the service to NASA of actually putting humans into orbit.","CA: Atualmente, um grande foco da empresa é uma espécie de competição com a Boeing para ser a primeira a prestar o serviço para a NASA de colocar realmente os seres humanos em órbita.","CA: Atualmente, a grande concentração da empresa está, provavelmente, sendo uma corrida com a Boeing para ser a primeira em fornecer o serviço a NASA de colocar humanos na órbita.",67013,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.3398169552300812,0.5893040905582713,0.9904052,0.8719449043273926,41.17647058823529
en_pt_br,"And then there's, of course, the example that we're all too aware of: financial experts getting it so wrong that we're living through the worst recession since the 1930s.","E então tem, é claro, o exemplo que todos nós somos muito cientes: os experts em finanças erraram tanto que estamos passando pela pior recessão desde os anos 1930.","Então há, obviamente, o exemplo que todos conhecemos muito bem: especialistas financeiros se equivocando de maneira tão extrema que estamos vivos a través da pior recessão desde os anos 1930.",11199,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie,0.2996709045159163,0.5278150759016822,0.9823679,0.8604937195777893,65.51724137931035
en_pt_br,"A new male comes into the area and takes over the pride, and, of course, first of all kills all the cubs and possibly some of the females that are defending their cubs.","Um novo macho vem para a área e domina o bando, e, é claro, primeiro de tudo mata os filhotes e possivelmente algumas fêmeas que defendem seus filhotes.","Um novo macho entra na área e assume a orgulhosa, e obviamente mata primeiro todos os filhinhos e talvez algumas fêmeas que defendiam seus filhinhos.",5426,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl,0.0693203181345829,0.4447739880265832,0.97921807,0.742978572845459,57.14285714285714
