lang_pair,source,reference,llama2:7b,inner_id,produced_from,spatial_sense,error_type,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,"Because sounds from the outside world have to travel through the mother's abdominal tissue and through the amniotic fluid that surrounds the fetus, the voices fetuses hear, starting around the fourth month of gestation, are muted and muffled.","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.","Because as som do ruído do mundo fora passam pelo tecido abdominal da mãe e através do líquido amniótico que envolve o feto, os sons que o feto ouve, a partir do quarto mês de gestação, são acentuados e enfraquecidos.",41047,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"un, ad, lt, ag, sp, wl",0.3731696675173577,0.614715619904136,0.98523295,0.762352466583252,54.054054054054056
en_pt_br,"Because I think, as well as the awe of looking at that, I'm sure some people here are thinking, technology catches up so quick, how long is it before some crazed geek with a little remote control flies one through a window of the White House?","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?","Porque eu acho que, além do espanto de ver aquilo, estou certo que algumas pessoas aqui pensam, tecnologia se acelera tão rápido, quanto tempo até um louco apaixonado com uma pequena remota voar através da janela do Palácio Branco?"".",58917,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"lt, wt, ie, wl, ha, sp",0.1540113031804754,0.4028604206500956,0.97897106,0.5674413442611694,66.66666666666666
en_pt_br,"And the situation is that a car full of paramedics on their way home from the hospital after work have run across the wreckage, and they've advised the police that there were no survivors inside the car, that the driver's dead, that I'm dead.","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.","O contexto é que um carro cheio de paramédicos em sua caminhada para casa após uma tarde de trabalho estiveram cruzando com a destruição, e eles disseram à polícia que não havia sobreviventes dentro do carro, que o motorista está morto, que eu também morreu.",25710,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(5),"wl, ad, ie, co, wt, ag",0.4287686038816684,0.6397979113520408,0.98783284,0.7776193618774414,46.66666666666666
en_pt_br,"So you put a message into this device and then you roll it on the wall, and it basically has all these solenoids pressing the buttons on spray cans, so you just pull it over a wall and it just writes on the wall all the political messages.","Então você põe uma mensagem nesse parede e ele basicamente tem todas essas solenóides que apertam os butões das latas de spray, então você o puxa pela parede e ele apenas escreve as mensagens políticas na parede.","Olhe para baixo. Aqui está um dispositivo que permite você enviar mensagens por este meio, e então rola-o sobre a parede, e isso basicamente tem todos estes solenoides pressionando os botões dos balões de spray, portanto apenas pule-lo sobre a parede e ele simplesmente escreve nas paredes todas as mensagens políticas..",70198,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, om, sp, lt, ha",0.0472938381610065,0.451015545533504,0.96917516,0.7081319689750671,105.4054054054054
en_pt_br,"And my dream is we'll have a world one day where we don't just honor those who take money and make more money from it, but we find those individuals who take our resources and convert it into changing the world in the most positive ways.","E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.","Eu sonho que um dia o mundo estará unido em honrar aqueles que não só aproveitam dinheiro e mais dinheiro, mas também encontramos os indivíduos que tomam nosso recurso e convertê-los em mudar o mundo de maneira positiva.",10867,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ad, co, ag",0.0463215201879436,0.5066079295154186,0.9869339,0.7745607495307922,65.9090909090909
en_pt_br,"We are now going through an amazing and unprecedented moment where the power dynamics between men and women are shifting very rapidly, and in many of the places where it counts the most, women are, in fact, taking control of everything.","Estamos agora passando por um momento incrível e sem precedentes onde a dinâmica do poder entre homens e mulheres está mudando rapidamente. E em muitos lugares onde isso é mais importante, as mulheres estão, de fato, tomando o controle de tudo.","Nós estamos atravessando um momento maravilhoso e sem precedentes onde as dinâmicas de poder entre homens e mulheres se estão rapidamente alterando, e em muitos dos lugares onde conta mais, as mulheres estão realmente tomando controle de tudo.",4074,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wo, lt",0.2671387425212149,0.6912178730360548,0.9920244,0.9241730570793152,51.21951219512195
en_pt_br,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.","Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.","O câncer é restringido pela viva nossa corpo, e sua continuidade crescendo, seu avanço através de nosso corpo e sua devoramento dos tecidos leva à morte do paciente com o câncer e também à morte do próprio câncer.",31972,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"ag, co, po",0.1852117329870238,0.5945121951219512,0.96688527,0.6897010207176208,57.89473684210527
en_pt_br,"When this district attorney of 30 years stepped down, the eyewitnesses from McKinley's case came forward and said that they had been pressured into testifying by the district attorneys, pressure which included the threat of jail time.","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.","Quando o distrito de 30 anos atuou como procurador, os testemunhos de McKinley disseram que tinham sido presionados para dar declarações por procuradores distritais, a pressão incluindo ameaças de cárcere.",28919,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),"wl, un, ad, lt",0.01795263675618,0.2756274923762609,0.95274836,0.6534531712532043,81.25
en_pt_br,"I mean, why not utilize this technology, which massively broadens the boundaries of what's possible, accept that many of the things that happen in our world now go recorded, and we can obtain that information through social media?","Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?","O que eu queria dizer é que não se utilize esta tecnologia, que amplamente ampliam os limites de o que é possível, aceite que muitas das coisas que acontecem no nosso mundo agora são gravadas e podemos obter essa informação através de mídias sociais?",34455,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"lt, wt, co, cn",0.1296630170172772,0.4471787562887512,0.9769896,0.8015086650848389,71.7948717948718
en_pt_br,"So I have this distinction between what we're making people do and the subject that's sort of mainstream and the subject that, in a sense, people might follow with their own interest and perhaps even be spiked into doing that.","Por isso faço a distinção entre o que estamos forçando as pessoas a fazer e o assunto que está na moda e o assunto que, de certo modo, as pessoas podem seguir por interesse próprio e talvez até serem incentivadas a isto.","Aqui têm esta distinção entre o que estamos fazendo as pessoas e o assunto que, de um modo geral, está sendo mantido e o assunto que, em determinado sentido, possui o interesse das pessoas e talvez mesmo seja estimulado a fazer isso.",991,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, lt, om, ad",0.2697929162773373,0.4692297272891457,0.98051804,0.6853419542312622,61.90476190476191
en_pt_br,"So, as you all know, species lived in particular ecological niches and particular environments, and the pressures of those environments selected which changes, through random mutation in species, were going to be preserved.","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.","Bem, como todos sabem, as espécies viviam em nichos ecológicos particulares e particulares ambientes, e os pressupostos dessas ambientes selecionaram qualquer mudança, por meio da mutação aleatória nas espécies, que seria preservada.",14642,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"lt, wl, wt",0.3434165408951951,0.6365929919137466,0.9850721,0.7829671502113342,58.06451612903226
en_pt_br,"And so this starts in four weeks, at the end of the summer, and my partner and I, Matthew and I, just went through the arduous and totally convoluted process of getting certified as high school teachers to actually run it.","Isso começa em quatro semanas, no final do verão. E meu parceiro e eu, Matthew e eu, acabamos de passar por um árduo e complicado processo de obter certificados de professores do ensino médio para executá-lo.","E assim começa em quatro semanas, no fim da estação de verão e meu parceiro Matthew e eu só passamos pela ardua e totalmente complicada processo de serem certificados como professores do ensino médio para se poder realizar.",444,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ad, an, ag, co",0.270614458328528,0.5452322738386308,0.9875162,0.70018070936203,58.333333333333336
en_pt_br,"And with just a little bit of planning, we could transform a space dominated by traffic into one that provides open space for people, reconnects people with food and transforms waste into closed loop opportunities.","E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.","Com apenas uma pequena planejamento, podemos transformar um espaço dominado por tráfego em um que proporciona espaço aberto para pessoas, reafirma a ligação das pessoas com alimentos e transforma os resíduos em oportunidades fechadas.",10185,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wl, cn, ad, gr, om",0.1905512791703168,0.5077183734939759,0.9842299,0.7874388694763184,61.53846153846154
en_pt_br,"Showed up the first day ready to make coffee and photocopies, but was paired with this righteous, deeply inspired attorney named Jeff Purcell, who thrust me onto the front lines from the very first day.","Apresentei-me no primeiro dia, pronta para fazer café e tirar fotocópias, mas fui alocada junto a este advogado justo, profundamente inspirado, chamado Jeff Purcell, que me lançou na linha de frente desde o primeiro dia.","Chegou ao primeiro dia preparada para fazer café e fotocopias, mas foi parada com este advogado rigoroso e profundamente inspirado chamado de Jeff Purcell, que me colocou no front line desde o primeiro dia.",68594,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"co, ha, wl, un",0.2799363291991601,0.5817142857142857,0.9819263,0.73183274269104,51.42857142857142
en_pt_br,And the first picture showed us that a truck caging 500 homeless and kidnapped dogs for food processing was spotted and stopped on the highway with the whole country watching through microblogging.,"E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.",E e o primeiro fotograma mostra-nos que um caminhão de carga com 500 cachorros desabrigados e sequestrados foi visto e detido na estrada enquanto toda a país assistia através do microblogging.,33278,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, ag, lt",0.0188530175847877,0.2993425378040762,0.97420424,0.7948341965675354,80.64516129032258
en_pt_br,"All of the red circles are the symbiotic algae that live inside the coral tissue, turning sunlight and into sugars they both can use, and all of the little blue dots are the protective bacteria.","Todos os círculos vermelhos são as algas simbióticas que vivem dentro do tecido do coral, transformando a luz do sol em açúcares que os dois podem usar, e todos esses pontinhos azuis são as bactérias protetoras.","O cercílio vermelho é o algas simbióticas que vivem dentro do tecido ósseo, transformando a luz solar em sacos de glicose que ambos podem usar, e os pequenos pontos azuis são as bactérias protetoras.",65471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"om, wl, ag, ad",0.3946602005606609,0.6237113402061856,0.9830528,0.7590271830558777,50.0
en_pt_br,"It also helped me to avoid the trap people in my profession sometimes fall into when trying to innovate, where we are quick to apply a technology before we've firmly grasped the problem at hand.","Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.","Ele me ajudou também a evitar o embuste que as pessoas de minha profissão frequentemente cair quando tentando innovar, onde estamos rapidamente a aplicar uma tecnologia antes de firmemente entender o problema em questão.",13821,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"cn, wl, sp",0.0532887290495363,0.4659831643958629,0.98507935,0.7434939742088318,63.63636363636363
en_pt_br,"And it's really in this combined way that you get an overall sense of what's going on, because there's a lot of complex things like Medicaid and research money that flow across those boundaries.","E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.","e é realmente em um sentido combinado que você percebe o que está acontecendo, pois há muitas coisas complexas como o Medicaid e o dinheiro de pesquisa que fluem através desses limites.",12560,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, sp",0.2434265456808463,0.5632633671900252,0.97423,0.783072292804718,75.0
en_pt_br,"And with every click of the mouse and every touch of the screen, we are like Hansel and Gretel leaving breadcrumbs of our personal information everywhere we travel through the digital woods.","E a cada clique do mouse e a cada toque da tela, nós somos como João e Maria deixando pedacinhos de pão da nossa informação pessoal em todos os lugares que viajamos pela floresta digital.","A cada clique do mouse e toque da tela, somos como os Irmãos Grimm deixando pedaços de informações pessoais em toda viagem através dos bosques digitais.",62918,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),"wl, om, po",0.1812891715066187,0.388099186228182,0.97417843,0.7766104340553284,60.0
en_pt_br,"Now, Ron Howard ran into Buzz Aldrin, who was not on the movie, so he had no idea that we were faking any of this footage, and he just responded as he would respond, and I'll run this.","Agora, Ron Howard vai até Buzz Aldrin, que não está no filme, dai ele não tem ideia que nós estamos forjando todas os trechos, ele só reagiu da forma como deveria reagir, e eu apresentarei isto.","Agora, Ron Howard se encontrou com Buzz Aldrin, que não estava no filme, então ele não sabia que nós estávamos fingindo qualquer desta footage, e ele simplesmente respondeu como ele responderia, e eu vou correr esse...",73696,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"lt, un, ie",0.2174487400475743,0.4992129083038174,0.9797023,0.6780664324760437,61.11111111111112
en_pt_br,"And yet we still insist, by and large, in thinking that we can understand China by simply drawing on Western experience, looking at it through Western eyes, using Western concepts.","E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.","E apesar disso, continuamos a insistir, de modo geral, em pensar que podemos entender o China simplesmente pela análise de experiências ocidentais, olhando-a através de olhos ocidentais e utilizando conceitos ocidentais.",8405,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ag, un, co",0.1977072463257358,0.55529714259873,0.9866768,0.8659066557884216,62.06896551724138
en_pt_br,"Now they've aged out of that demographic, but it's still the case that powerful ratings companies like Nielson don't even take into account viewers of television shows over age 54.","Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.","Agora que eles se encontram fora dessa demografia, mas ainda é o caso que a poderosa companhia de medição Nielson não mesmo considera os espectadores de programas televisivos acima dos 54 anos.",9187,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"lt, ad, co",0.2873392420009252,0.5549221550817721,0.9796299,0.8228104710578918,55.88235294117647
en_pt_br,"But here's the thing: our aim is to encourage students to articulate their own opinions, not to coerce them into agreeing with us, so it actually doesn't matter if he and I agree.","Mas, penso da seguinte forma, nosso objetivo é incentivar os alunos a articular opiniões próprias, e não coagi-los a concordar conosco. Por isso, não importa se eu e ele concordarmos.","Mas aqui está a coisa: nossa intenção é encorajar estudantes a articular suas próprias opiniões, não forçá-los a concordar com nós, então realmente não importa se ele e eu concordamos.",2797,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"lt, co",0.019904877165969,0.3830984798937709,0.91467625,0.5750345587730408,220.00000000000003
en_pt_br,"And what we've found is through genetic engineering, we can actually increase the efficiencies of these solar cells to record numbers for these types of dye-sensitized systems.","E o que nós descobrimos é que, através da engenharia genética, nós podemos realmente aumentar a eficiência destas células fotoelétricas para gravar números para estes tipos de sistemas sensibilizados por corantes.","E que nos resultados obtuvimos a través de la ingeniería genética, podemos aumentar significativamente las eficiencias de estos células solares para registrar números asombrosamente altos en este tipo de sistemas dye-sensitized..",19123,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"lt, ha",0.0215702736552489,0.3377280115586057,0.90255964,0.624165952205658,80.64516129032258
en_pt_br,"Against all odds, I achieved my dream, and through this very personal commitment to myself, I slowly realized that completing the Ironman was about more than conquering Kona.","Contra todas as dificuldades, alcancei meu sonho, e embora esse fosse um compromisso pessoal, aos poucos me dei conta de que completar o Ironman era muito mais do que vencer o Kona.","Contra todos os pronósticos, eu conseguí minha sonhada e, através desta perspectiva pessoal de mim mesmo, percebi lentamente que completar o Ironman era mais do que conquistar Kona.",15343,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ie, co, wl, lt",0.1608291237103291,0.4103811208211958,0.9777736,0.7254056930541992,68.75
en_pt_br,"They discovered that adult cells, taken from you and me, could be reprogrammed back into embryonic-like cells, which they termed IPS cells, or induced pluripotent stem cells.","Eles descobriram que células adultas, retiradas de você ou de mim, poderiam ser reprogramadas para voltarem a ser células-tronco embrionárias, as quais eles denominaram células IPS, ou 'células-tronco pluripotentes induzidas'.","Eles descobriram que células adultas, tomadas de você e mim, poderiam ser reprogramadas de volta em células embriônicas-like, que eles denominam células IPS, ou células pluripotentes induzidas.",17471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"co, ie, un, lt",0.3324817918609268,0.5564612051570696,0.9789186,0.8458555936813354,46.66666666666666
en_pt_br,"They cram them onto cots, put all your personal belongings in a plastic garbage bag, stick it underneath, and put you on the floor of an entire sports arena, or a gymnasium.","Amontoam essas pessoas em cama de campanha, colocam todos os seus pertencem pessoais em um saco de lixo, enfiam esse saco debaixo da cama e colocam você chão de uma arena esportiva, ou um ginásio.","Eles os arrumam em cama de camping, colocam tudo seu bens pessoais numa sacola plástica, coloca-o no chão de um espaço esportivo inteiro, ou um ginásio.",65382,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(1),"ie, co, wl, ag",0.1471554606532154,0.3677265255337892,0.970665,0.6646339297294617,71.42857142857143
en_pt_br,"We all know it was an amazing movie, and it was so interesting to see it go out into the culture and become this phenomenon and to see all the different permutations of it.","Todos sabem que foi um filme fantástico. e foi muito interessante vê-lo, entrar na cultura e se tornar esse fenômeno e ver todas as diferentes alterações dele.","Todos sabemos que era um filme fantástico e foi tão interessante ver como ele saiu para o mundo da cultura e se tornou este fenómeno, e ver todas as diferentes interpretações deles.",59844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, an, ie, wv",0.1953226560777446,0.5917863391164893,0.9904008,0.8428714871406555,62.96296296296296
en_pt_br,"CA: And currently, a big focus of the company is, I guess, kind of a race with Boeing to be the first to provide the service to NASA of actually putting humans into orbit.","CA: Atualmente, um grande foco da empresa é uma espécie de competição com a Boeing para ser a primeira a prestar o serviço para a NASA de colocar realmente os seres humanos em órbita.",O atual foco da empresa é provavelmente uma corrida com o Boeing para ser o primeiro a fornecer ao NASA serviço de colocar humanos em órbita.,67013,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"lt, ag, ie",0.1742918697307292,0.4612957833179438,0.98572797,0.8596532940864563,55.88235294117647
en_pt_br,"And then there's, of course, the example that we're all too aware of: financial experts getting it so wrong that we're living through the worst recession since the 1930s.","E então tem, é claro, o exemplo que todos nós somos muito cientes: os experts em finanças erraram tanto que estamos passando pela pior recessão desde os anos 1930.","E então há, claro, o exemplo que todos nós sabemos demais: os especialistas financeiros se equivocaram tanto que estamos vivendo atualmente a pior recessão desde os anos 30.",11199,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),co,0.3569487281094702,0.6264775413711583,0.9852813,0.8962289094924927,44.82758620689656
en_pt_br,"A new male comes into the area and takes over the pride, and, of course, first of all kills all the cubs and possibly some of the females that are defending their cubs.","Um novo macho vem para a área e domina o bando, e, é claro, primeiro de tudo mata os filhotes e possivelmente algumas fêmeas que defendem seus filhotes.","Um novo macho chega à área e assume o domínio do grupo, e naturalmente primeiro mata todos os filhotes e possivelmente algumas fêmeas que estão defendendo seus filhotes.",5426,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.2974261098063212,0.6002751572327044,0.9892249,0.9053128361701964,50.0
