lang_pair,source,reference,llama3,inner_id,produced_from,spatial_sense,error_type,bleu_score,meteor_score,bert_score,comet_score,ter_score
en_pt_br,"Because sounds from the outside world have to travel through the mother's abdominal tissue and through the amniotic fluid that surrounds the fetus, the voices fetuses hear, starting around the fourth month of gestation, are muted and muffled.","Pelo fato de os sons do mundo exterior entrarem pelo tecido abdominal da mãe e pelo líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando pelo quarto mês de gestação, são bastante abafadas.","Porque os sons da vida exterior precisam viajar através do tecido uterino da mãe e através do líquido amniótico que envolve o feto, as vozes que os fetos ouvem, começando por volta do quarto mês de gestação, são amortecidas e abafadas.",41047,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),cc,0.481689954628296,0.7396306182670025,0.9815105,0.8685385584831238,45.94594594594595
en_pt_br,"Because I think, as well as the awe of looking at that, I'm sure some people here are thinking, technology catches up so quick, how long is it before some crazed geek with a little remote control flies one through a window of the White House?","(Risadas) Porque acho, assim como nos maravilhamos olhando para isso, tenho certeza de que algumas pessoas aqui estão pensando, tecnologia se aprende tão rápido, quanto tempo demora até que um 'geek' amalucado com um pequeno controle remoto faça um voar pela janela da Casa Branca?","Pois eu penso que, além do asombro de ver isso, estou certo de que alguns pessoas aqui estão pensando: 'Ah, tecnologia avançou tão rápido! Quantos anos é até que um geek louco com um controle remoto voo uma dessas coisas através da janela do Casa Branca?",58917,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"ag, gr, an, wt, po",0.1166672927118639,0.4228000805360118,0.9774625,0.7326892018318176,66.66666666666666
en_pt_br,"And the situation is that a car full of paramedics on their way home from the hospital after work have run across the wreckage, and they've advised the police that there were no survivors inside the car, that the driver's dead, that I'm dead.","E a situação é que um carro cheio de paramédicos no seu caminho de volta para o hospital depois do trabalho passaram pelos destroços, e eles avisaram a polícia que não havia sobreviventes dentro do carro, que o motorista estava morto, que eu estava morto.","E a situação é que um carro cheio de paramédicos, que iam para casa após trabalhar no hospital, cruzou com o acidente e informaram à polícia que não houve sobreviventes dentro do veículo, que o motorista morreu, que eu morri.",25710,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(5),cc,0.3238971202744253,0.5258344764517605,0.9872618,0.7992210388183594,51.11111111111111
en_pt_br,"So you put a message into this device and then you roll it on the wall, and it basically has all these solenoids pressing the buttons on spray cans, so you just pull it over a wall and it just writes on the wall all the political messages.","Então você põe uma mensagem nesse parede e ele basicamente tem todas essas solenóides que apertam os butões das latas de spray, então você o puxa pela parede e ele apenas escreve as mensagens políticas na parede.","Então você coloca uma mensagem nesse dispositivo e em seguida rola ele na parede, e basicamente tem todos esses solenoídes pressionando os botões de latas de spray, então você simplesmente puxa sobre a parede e escreve todas as mensagens políticas lá.",70198,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,0.2098487253525528,0.6124220798388638,0.9842055,0.81671541929245,56.75675675675676
en_pt_br,"And my dream is we'll have a world one day where we don't just honor those who take money and make more money from it, but we find those individuals who take our resources and convert it into changing the world in the most positive ways.","E o meu sonho é que tenhamos um dia um mundo onde nós não apenas honremos aqueles que pegam dinheiro e fazem mais dinheiro com ele, mas encontremos aqueles indivíduos que pegam nossos recursos e os convertem mudando o mundo de maneiras mais positivas.","E o meu sonho é que um dia teremos um mundo onde não apenas honramos aqueles que tomam dinheiro e tornam mais dinheiro dele, mas encontramos aqueles indivíduos que tomam nossas recursos e os convertem em mudanças positivas no mundo.",10867,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, co, an, ag",0.2595943456884215,0.6330896179053253,0.9944944,0.811835765838623,40.909090909090914
en_pt_br,"We are now going through an amazing and unprecedented moment where the power dynamics between men and women are shifting very rapidly, and in many of the places where it counts the most, women are, in fact, taking control of everything.","Estamos agora passando por um momento incrível e sem precedentes onde a dinâmica do poder entre homens e mulheres está mudando rapidamente. E em muitos lugares onde isso é mais importante, as mulheres estão, de fato, tomando o controle de tudo.","Nós estamos agora passando por um momento incrível e inédito onde as dinâmicas de poder entre homens e mulheres estão mudando a uma velocidade muito rápida, e em muitos dos lugares onde conta mais, as mulheres estão, de fato, tomando o controle de tudo.",4074,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc,0.4882600698668414,0.8107802899313762,0.98494494,0.92568701505661,41.46341463414634
en_pt_br,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.","Entretanto o câncer é restringido porque vive dentro de nossos corpos, e seu crescimento contínuo, seu espalhar-se por nossos corpos alimentando-se de nossos tecidos conduz à morte o paciente com câncer e também à morte o próprio câncer.","No entanto, o câncer está limitado por estar dentro do nosso corpo e pelo seu crescimento contínuo, pela sua disseminação pelo nosso corpo e pela digestão das nossas tecidos, levando à morte do paciente com câncer e também à morte do próprio câncer.",31972,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),ag,0.2299072014123861,0.5680364303049489,0.96012944,0.7668970227241516,65.78947368421053
en_pt_br,"When this district attorney of 30 years stepped down, the eyewitnesses from McKinley's case came forward and said that they had been pressured into testifying by the district attorneys, pressure which included the threat of jail time.","Quando este promotor há 30 anos no cargo saiu, as testemunhas oculares do caso McKinley se apresentaram e disseram terem sido pressionadas pelos promotores a testemunhar, pressão que incluiu ameaça de prisão.","Quando este promotor de justiça de 30 anos se afastou, os testemunhos de vista da casos de McKinley vieram à frente e disseram que haviam sido pressionados para depor pelos promotores da distrito, uma pressão que incluía a ameaça de detenção.",28919,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),"an, wl, ag",0.0455295585154592,0.4982977406375735,0.97927547,0.7421380877494812,81.25
en_pt_br,"I mean, why not utilize this technology, which massively broadens the boundaries of what's possible, accept that many of the things that happen in our world now go recorded, and we can obtain that information through social media?","Quero dizer, por que não utilizar essa tecnologia, que amplia massivamente os limites do que é possível, aceita que muito do que acontece em nosso mundo agora seja gravado, e podemos obter essas informações por meio da rede social?","Quero dizer, por que não utilizar essa tecnologia, que amplia drasticamente os limites do que é possível, aceitar que muitas das coisas que acontecem no nosso mundo hoje são gravadas e podemos obter essa informação através dos meios sociais?",34455,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl,0.4311456448665199,0.5963913823631896,0.98727894,0.9225823283195496,43.58974358974359
en_pt_br,"So I have this distinction between what we're making people do and the subject that's sort of mainstream and the subject that, in a sense, people might follow with their own interest and perhaps even be spiked into doing that.","Por isso faço a distinção entre o que estamos forçando as pessoas a fazer e o assunto que está na moda e o assunto que, de certo modo, as pessoas podem seguir por interesse próprio e talvez até serem incentivadas a isto.","Então eu tenho essa distinção entre o que estamos fazendo com as pessoas e o assunto que é de certo modo mainstream e o assunto que, em um sentido, as pessoas podem seguir com seu próprio interesse e talvez até serem estimuladas a fazer isso.",991,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"un, an",0.365975948433754,0.7295748451308846,0.97722936,0.8150238394737244,47.61904761904761
en_pt_br,"So, as you all know, species lived in particular ecological niches and particular environments, and the pressures of those environments selected which changes, through random mutation in species, were going to be preserved.","Então, como voces todos sabem, as espécies viviam em nichos ecológicos particulares e ambientes específicos, e as pressões desses ambientes selecionavam quais mudanças, através de mutações aleatórias nas espécies, seriam preservadas.","Então, como todos sabem, espécies viviam em nichos ecológicos específicos e ambientes particulares, e as pressões desses ambientes selecionaram quais mudanças, por meio da mutação aleatória nas espécies, seriam preservadas.",14642,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),an,0.4597111706412934,0.8298294741532224,0.9955279,0.8996818661689758,32.25806451612903
en_pt_br,"And so this starts in four weeks, at the end of the summer, and my partner and I, Matthew and I, just went through the arduous and totally convoluted process of getting certified as high school teachers to actually run it.","Isso começa em quatro semanas, no final do verão. E meu parceiro e eu, Matthew e eu, acabamos de passar por um árduo e complicado processo de obter certificados de professores do ensino médio para executá-lo.","E assim isso começa em quatro semanas, no final do verão, e meu parceiro e eu, Matthew e eu, acabamos de passar pelo processo arduo e completamente complicado de obter certificação como professores de ensino médio para realmente dirigir.",444,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),an,0.4952637325860917,0.7945072345987249,0.9901762,0.7587524056434631,36.11111111111111
en_pt_br,"And with just a little bit of planning, we could transform a space dominated by traffic into one that provides open space for people, reconnects people with food and transforms waste into closed loop opportunities.","E apenas com um pouco de planejamento, nós poderemos transformar um espaço dominado pelo trânsito em um que vai proporcionar um espaço aberto para as pessoas, reconectar pessoas com alimentos e transformar resíduos em um circuíto fechado de oportunidades.","E com apenas um pouco de planejamento, podemos transformar um espaço dominado pelo trânsito em um que oferece espaço aberto para as pessoas, reaja as pessoas com comida e transforme resíduos em oportunidades fechadas em laço.",10185,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.4252100485143272,0.5775646149746869,0.98712003,0.7418254613876343,38.46153846153847
en_pt_br,"Showed up the first day ready to make coffee and photocopies, but was paired with this righteous, deeply inspired attorney named Jeff Purcell, who thrust me onto the front lines from the very first day.","Apresentei-me no primeiro dia, pronta para fazer café e tirar fotocópias, mas fui alocada junto a este advogado justo, profundamente inspirado, chamado Jeff Purcell, que me lançou na linha de frente desde o primeiro dia.","Mostrou-me no primeiro dia pronto para fazer café e cópias, mas foi parado com esse advogado justo e profundamente inspirado chamado Jeff Purcell, que me colocou nas linhas de frente desde o próprio primeiro dia.",68594,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),"wl, an",0.3132770578372877,0.6722910294338867,0.984992,0.702543318271637,48.57142857142857
en_pt_br,And the first picture showed us that a truck caging 500 homeless and kidnapped dogs for food processing was spotted and stopped on the highway with the whole country watching through microblogging.,"E a primeira foto nos mostra que esse caminhão carregando 500 cães, abandonados e sequestrados, para processamento alimentar foi flagrado e parado na rodovia com todo o país observando via microblog.","E o primeiro filme mostrou-nos que um caminhão carregando 500 cães desamparados e sequestrados para processamento de alimentos foi avistado e parado na rodovia, com todo o país assistindo pela micro-blogagem.",33278,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"wl, in",0.2474708019623488,0.5860239867825203,0.97588086,0.8672095537185669,51.61290322580645
en_pt_br,"All of the red circles are the symbiotic algae that live inside the coral tissue, turning sunlight and into sugars they both can use, and all of the little blue dots are the protective bacteria.","Todos os círculos vermelhos são as algas simbióticas que vivem dentro do tecido do coral, transformando a luz do sol em açúcares que os dois podem usar, e todos esses pontinhos azuis são as bactérias protetoras.","Todas as círculos vermelhas são o alga simbiótica que vive dentro da tecido do corais, convertendo a luz solar em açúcares que ambos podem usar, e todas as pequenas manchetas azuis são bactérias protetoras.""",65471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"ag, wl",0.1470378650436364,0.586241645244216,0.98110324,0.7213643789291382,52.77777777777778
en_pt_br,"It also helped me to avoid the trap people in my profession sometimes fall into when trying to innovate, where we are quick to apply a technology before we've firmly grasped the problem at hand.","Também me ajudou a evitar a armadilha em que pessoas da minha profissão às vezes caem quando tentam inovar, e rapidamente aplicamos a tecnologia antes de entendermos muito bem o problema que temos.","Isso também me ajudou a evitar o erro que as pessoas em minha profissão cometem muitas vezes ao tentar inovar, quando estamos rápidos para aplicar uma tecnologia antes de ter firmemente agarrado o problema em questão. Breakdown:",13821,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"gr, wl",0.1200780788412764,0.5039123630672926,0.9812153,0.7722340822219849,63.63636363636363
en_pt_br,"And it's really in this combined way that you get an overall sense of what's going on, because there's a lot of complex things like Medicaid and research money that flow across those boundaries.","E é realmente desta forma combinada que você tem um sensação geral do que está acontecendo, porque há um monte de coisas complexas como o Medicaid e dinheiro de pesquisa que flui ao longo dessas fronteiras.","E é justamente dessa maneira combinada que você obtém um sentido geral do que está acontecendo, pois há muitas coisas complexas como Medicaid e verbas de pesquisa que fluiam através dessas fronteiras.",12560,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),sp,0.2638814336406032,0.6214677526595744,0.9814311,0.90167897939682,38.88888888888889
en_pt_br,"And with every click of the mouse and every touch of the screen, we are like Hansel and Gretel leaving breadcrumbs of our personal information everywhere we travel through the digital woods.","E a cada clique do mouse e a cada toque da tela, nós somos como João e Maria deixando pedacinhos de pão da nossa informação pessoal em todos os lugares que viajamos pela floresta digital.","E com cada clique do rato e cada toque da tela, estamos como Hansel e Gretel deixando migalhas de nossas informações pessoais por todo o caminho que percorremos pelas florestas digitais.",62918,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),"wl, un",0.1481364159247038,0.4311816939890711,0.9811104,0.812417209148407,60.0
en_pt_br,"Now, Ron Howard ran into Buzz Aldrin, who was not on the movie, so he had no idea that we were faking any of this footage, and he just responded as he would respond, and I'll run this.","Agora, Ron Howard vai até Buzz Aldrin, que não está no filme, dai ele não tem ideia que nós estamos forjando todas os trechos, ele só reagiu da forma como deveria reagir, e eu apresentarei isto.","Agora, Ron Howard se deparou com Buzz Aldrin, que não estava no filme, então não sabia que estávamos fazendo todo esse périplo e apenas respondeu como teria respondido, e eu vou rodar isso.",73696,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl,0.2008108711269262,0.3835832623055614,0.97718155,0.7071903347969055,66.66666666666666
en_pt_br,"And yet we still insist, by and large, in thinking that we can understand China by simply drawing on Western experience, looking at it through Western eyes, using Western concepts.","E ainda assim, nós insistimos, com grande margem, em pensar que podemos entender a China simplesmente por extrair da experiência Ocidental, olhando através de olhos Ocidentais, usando conceitos Ocidentais.","E no entanto, ainda insistimos, por grande parte, em pensar que podemos compreender a China apenas recorrendo à experiência ocidental, analisando-a através dos olhos ocidentais, utilizando conceitos ocidentais.",8405,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),co,0.1567584459906163,0.6446991404011461,0.9849715,0.8535528779029846,44.82758620689656
en_pt_br,"Now they've aged out of that demographic, but it's still the case that powerful ratings companies like Nielson don't even take into account viewers of television shows over age 54.","Agora eles envelheceram além dessa demografia, mas ainda é o caso de grandes companhias de pesquisa como a Nielson não levarem em conta os espectadores de shows de televisão com mais de 54 anos.","Agora que eles estão velhos o suficiente para ter saído daquele grupo demográfico, é ainda verdadeiro que empresas poderosas de classificação como a Nielsen não levam em conta absolutamente os telespectadores de programas de televisão com mais de 54 anos.",9187,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wl, wt",0.216848875740212,0.5390811994761325,0.97904384,0.8443517088890076,64.70588235294117
en_pt_br,"But here's the thing: our aim is to encourage students to articulate their own opinions, not to coerce them into agreeing with us, so it actually doesn't matter if he and I agree.","Mas, penso da seguinte forma, nosso objetivo é incentivar os alunos a articular opiniões próprias, e não coagi-los a concordar conosco. Por isso, não importa se eu e ele concordarmos.","Mas aqui está o ponto: nosso objetivo é incentivar os estudantes a articular suas próprias opiniões, não coagir-os para concordar conosco, então na verdade não importa se ele e eu concordamos.",2797,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, po",0.1831165766525006,0.5156944220631231,0.9848898,0.89749675989151,60.0
en_pt_br,"And what we've found is through genetic engineering, we can actually increase the efficiencies of these solar cells to record numbers for these types of dye-sensitized systems.","E o que nós descobrimos é que, através da engenharia genética, nós podemos realmente aumentar a eficiência destas células fotoelétricas para gravar números para estes tipos de sistemas sensibilizados por corantes.","E o que encontramos é que através da engenharia genética, podemos aumentar de fato as eficiências dessas células solares para números registrados para esses tipos de sistemas sensibilizados por corantes.",19123,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"co, wl",0.3474282275462893,0.7081420118343196,0.9914692,0.7326809763908386,45.16129032258064
en_pt_br,"Against all odds, I achieved my dream, and through this very personal commitment to myself, I slowly realized that completing the Ironman was about more than conquering Kona.","Contra todas as dificuldades, alcancei meu sonho, e embora esse fosse um compromisso pessoal, aos poucos me dei conta de que completar o Ironman era muito mais do que vencer o Kona.","Contra todas as probabilidades, eu atingi meu sonho, e por meio desse compromisso pessoal muito próprio comigo mesmo, comecei a perceber lentamente que completar o Ironman era sobre mais do que conquistar Kona.",15343,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"ad, an",0.2481038681867098,0.5713296398891966,0.9827296,0.800013542175293,59.375
en_pt_br,"They discovered that adult cells, taken from you and me, could be reprogrammed back into embryonic-like cells, which they termed IPS cells, or induced pluripotent stem cells.","Eles descobriram que células adultas, retiradas de você ou de mim, poderiam ser reprogramadas para voltarem a ser células-tronco embrionárias, as quais eles denominaram células IPS, ou 'células-tronco pluripotentes induzidas'.","Eles descobriram que células adultas, retiradas de você e eu, poderiam ser reprogramadas novamente em células embrionárias-semelhantes, às quais eles denominaram células estaminais pluripotentes induzidas  ou células-tronco pluripotentes induzidas.",17471,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),an,0.3828753515537356,0.5141829888855353,0.9809717,0.8398478627204895,46.66666666666666
en_pt_br,"They cram them onto cots, put all your personal belongings in a plastic garbage bag, stick it underneath, and put you on the floor of an entire sports arena, or a gymnasium.","Amontoam essas pessoas em cama de campanha, colocam todos os seus pertencem pessoais em um saco de lixo, enfiam esse saco debaixo da cama e colocam você chão de uma arena esportiva, ou um ginásio.","Eles os empilham em catres, colocam todas as suas pertences pessoais em uma sacola plástica de lixo, escondem-na por baixo e você é colocado no chão de um estádio desportivo inteiro ou ginásio.",65382,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(1),"ag, an",0.0483697543216263,0.3556959198647398,0.97659916,0.7419711351394653,74.28571428571429
en_pt_br,"We all know it was an amazing movie, and it was so interesting to see it go out into the culture and become this phenomenon and to see all the different permutations of it.","Todos sabem que foi um filme fantástico. e foi muito interessante vê-lo, entrar na cultura e se tornar esse fenômeno e ver todas as diferentes alterações dele.","Nós todos sabemos que foi um filme incrível, e foi tão interessante ver ele sair na cultura e se tornar este fenômeno, e ver todas as diferentes variações dele.",59844,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie,0.3353883156001707,0.7035397624651086,0.9912575,0.8603932857513428,37.03703703703704
en_pt_br,"CA: And currently, a big focus of the company is, I guess, kind of a race with Boeing to be the first to provide the service to NASA of actually putting humans into orbit.","CA: Atualmente, um grande foco da empresa é uma espécie de competição com a Boeing para ser a primeira a prestar o serviço para a NASA de colocar realmente os seres humanos em órbita.","CE: E atualmente, um grande foco da empresa é, acredito, de certa forma uma corrida com a Boeing para ser o primeiro a fornecer o serviço à NASA de realmente colocar seres humanos em órbita.",67013,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc,0.3628391367184651,0.6666678065328009,0.98710483,0.8840647339820862,47.05882352941176
en_pt_br,"And then there's, of course, the example that we're all too aware of: financial experts getting it so wrong that we're living through the worst recession since the 1930s.","E então tem, é claro, o exemplo que todos nós somos muito cientes: os experts em finanças erraram tanto que estamos passando pela pior recessão desde os anos 1930.","E então há, é claro, o exemplo que todos conhecemos: especialistas financeiros fazendo isso errado de forma tão grande que estamos vivenciando a pior recessão desde os anos 1930.",11199,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl,0.4170156902444596,0.6013257575757576,0.98746276,0.8709897398948669,44.82758620689656
en_pt_br,"A new male comes into the area and takes over the pride, and, of course, first of all kills all the cubs and possibly some of the females that are defending their cubs.","Um novo macho vem para a área e domina o bando, e, é claro, primeiro de tudo mata os filhotes e possivelmente algumas fêmeas que defendem seus filhotes.","Um novo macho entra na área e assume o leadership do grupo, e, é claro, mata primeiro todos os filhotes e possivelmente algumas fêmeas que defendem seus filhotes.",5426,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),un,0.5323234245709487,0.772675,0.98586524,0.901442050933838,35.714285714285715
